school,year,games,wins,losses,ties,preseason_rank,postseason_rank,srs,sp_overall,sp_offense,sp_defense,first_name,last_name
UCLA,2015,13,8,5,0,13,,9.9,18.6,42.4,22.6,Jim,Mora
UCLA,2016,12,4,8,0,16,,3.4,9.1,27.5,17.3,Jim,Mora
UCLA,2017,11,5,6,0,,,0.8,4.9,39.3,34.5,Jim,Mora
SMU,2015,12,2,10,0,,,-13.1,-17.5,27.3,42.3,Chad,Morris
SMU,2016,12,5,7,0,,,-8.3,-10.8,24.3,32.6,Chad,Morris
SMU,2017,13,7,6,0,,,-2.0,-2.9,35.4,37.4,Chad,Morris
Arkansas,2018,12,2,10,0,,,-7.2,4.5,29.7,25.7,Chad,Morris
Arkansas,2019,10,2,8,0,,,-7.6,-10.6,21.7,32.3,Chad,Morris
Mississippi State,2014,13,10,3,0,,11,20.0,22.2,43.2,20.7,Dan,Mullen
Mississippi State,2015,13,9,4,0,,,15.5,15.1,40.2,23.8,Dan,Mullen
Mississippi State,2016,13,6,7,0,,,3.5,5.4,34.5,27.8,Dan,Mullen
Mississippi State,2017,12,8,4,0,,19,14.1,16,32.4,18.1,Dan,Mullen
Florida,2018,13,10,3,0,,,19.3,23,38.6,17.4,Dan,Mullen
Florida,2019,13,11,2,0,8,6,19.8,24,37.8,15.5,Dan,Mullen
Florida,2020,12,8,4,0,8,13,16.2,19.8,43.3,23.9,Dan,Mullen
Florida,2014,11,6,5,0,,,9.6,17.3,29.8,14.1,Will,Muschamp
South Carolina,2016,13,6,7,0,,,-2.8,-4,22.7,27.5,Will,Muschamp
South Carolina,2017,13,9,4,0,,,7.3,7.8,28.4,19.7,Will,Muschamp
South Carolina,2018,13,7,6,0,,,9.7,14.9,36.4,23.6,Will,Muschamp
South Carolina,2019,12,4,8,0,,,2.1,4.8,23.4,20.8,Will,Muschamp
South Carolina,2020,7,2,5,0,,,-5.4,-2.4,27.5,29.7,Will,Muschamp
Hawai'i,2015,4,1,3,0,,,-21.7,-16.3,16.6,35.1,Chris,Naeole
Louisiana,2018,14,7,7,0,,,-7.4,-6.9,30.5,38.9,Billy,Napier
Louisiana,2019,14,11,3,0,,,7.7,9.6,36.7,28.3,Billy,Napier
Louisiana,2020,11,10,1,0,,15,9.0,8.1,33.8,25.6,Billy,Napier
Pittsburgh,2015,13,8,5,0,,,8.9,11.1,33.9,22.4,Pat,Narduzzi
Pittsburgh,2016,13,8,5,0,,,10.6,13.1,43,29.4,Pat,Narduzzi
Pittsburgh,2017,12,5,7,0,,,3.9,6,31.4,25,Pat,Narduzzi
Pittsburgh,2018,14,7,7,0,,,5.8,2.7,29,26.6,Pat,Narduzzi
Pittsburgh,2019,13,8,5,0,,,-0.5,4.1,20.4,16,Pat,Narduzzi
Pittsburgh,2020,11,6,5,0,,,,,,,Pat,Narduzzi
Ball State,2016,12,4,8,0,,,-12.2,-7,28.2,35.1,Mike,Neu
Ball State,2017,12,2,10,0,,,-27.9,-19.7,20.3,37.7,Mike,Neu
Ball State,2018,12,4,8,0,,,-16.4,-18.9,22.5,40.2,Mike,Neu
Ball State,2019,12,5,7,0,,,-4.9,-4.5,29.5,32.6,Mike,Neu
Ball State,2020,8,7,1,0,,23,,,,,Mike,Neu
Navy,2014,13,8,5,0,,,-0.7,3.4,36.5,32.5,Ken,Niumatalolo
Navy,2015,13,11,2,0,,18,13.5,12.1,38.9,27.8,Ken,Niumatalolo
Navy,2016,14,9,5,0,,,2.5,6.8,39.8,33.9,Ken,Niumatalolo
Navy,2017,13,7,6,0,,,6.1,-0.7,32.5,32.1,Ken,Niumatalolo
Navy,2018,13,3,10,0,,,-9.7,-10.2,27.5,38.3,Ken,Niumatalolo
Navy,2019,13,11,2,0,,20,12.9,9.9,36,25.5,Ken,Niumatalolo
Navy,2020,10,3,7,0,,,,,,,Ken,Niumatalolo
Nevada,2017,12,3,9,0,,,-9.2,-16.4,25.6,41.1,Jay,Norvell
Nevada,2018,13,8,5,0,,,-3.9,-0.5,27.5,28,Jay,Norvell
Nevada,2019,13,7,6,0,,,-12.6,-12.3,19.4,31.9,Jay,Norvell
Nevada,2020,9,7,2,0,,,2.1,1.9,27.5,25.6,Jay,Norvell
Memphis,2016,13,8,5,0,,,4.0,7.7,33.8,29.3,Mike,Norvell
Memphis,2017,13,10,3,0,,25,10.5,7.8,37.6,30.6,Mike,Norvell
Memphis,2018,14,8,6,0,,,1.2,9.2,38.8,30.5,Mike,Norvell
Memphis,2019,14,12,2,0,,17,14.4,18,39.5,23.4,Mike,Norvell
Florida State,2020,9,3,6,0,,,,,,,Mike,Norvell
Missouri,2016,12,4,8,0,,,-3.6,-1,31.2,31.3,Barry,Odom
Missouri,2017,13,7,6,0,,,5.3,11.1,35.5,26.4,Barry,Odom
Missouri,2018,13,8,5,0,,,18.9,20.8,41.3,21,Barry,Odom
Missouri,2019,12,6,6,0,,,4.4,7.8,24.5,17.1,Barry,Odom
UCF,2014,13,9,4,0,,,-0.4,5.7,25.8,19.7,George,O'Leary
UCF,2015,8,0,8,0,,,-21.0,-15.5,16.3,33.7,George,O'Leary
LSU,2016,8,6,2,0,5,13,21.2,25.3,34.2,9,Ed,Orgeron
LSU,2017,13,9,4,0,13,18,12.1,21.1,35.6,14,Ed,Orgeron
LSU,2018,13,10,3,0,25,,18.3,24.2,34.8,13.4,Ed,Orgeron
LSU,2019,15,15,0,0,6,1,34.2,33.1,48.9,17.7,Ed,Orgeron
LSU,2020,10,5,5,0,6,,4.2,6,33.8,28.3,Ed,Orgeron
Purdue,2016,6,0,6,0,,,-12.7,-11,25.1,35.6,Gerad,Parker
Florida Atlantic,2014,12,3,9,0,,,-11.0,-10.4,25.2,34.9,Charlie,Partridge
Florida Atlantic,2015,12,3,9,0,,,-14.5,-9.8,18.8,29.3,Charlie,Partridge
Florida Atlantic,2016,12,3,9,0,,,-20.0,-14.1,28.7,43.5,Charlie,Partridge
TCU,2014,13,12,1,0,,3,26.8,23.3,39.3,17.5,Gary,Patterson
TCU,2015,13,11,2,0,2,7,14.7,19,40.8,21.7,Gary,Patterson
TCU,2016,13,6,7,0,13,,4.3,11,34.5,23.4,Gary,Patterson
TCU,2017,14,11,3,0,,9,16.8,18.9,35.7,18.7,Gary,Patterson
TCU,2018,13,7,6,0,16,,4.3,6.9,25.7,16.9,Gary,Patterson
TCU,2019,12,5,7,0,,,9.6,6.7,28.8,22.9,Gary,Patterson
TCU,2020,10,6,4,0,,,7.7,1.6,24.3,22.8,Gary,Patterson
Nebraska,2014,12,9,3,0,22,,13.7,13.1,33.8,21,Bo,Pelini
Bowling Green,2018,5,2,3,0,,,-21.0,-22,24.7,43.9,Carl,Pelini
Washington,2014,14,8,6,0,25,,8.2,7.8,28.5,21.8,Chris,Petersen
Washington,2015,13,7,6,0,,,13.7,9.7,30.1,20.8,Chris,Petersen
Washington,2016,14,12,2,0,14,4,27.3,26.7,40.2,13.9,Chris,Petersen
Washington,2017,13,10,3,0,8,16,20.1,22.1,39.4,16.3,Chris,Petersen
Washington,2018,14,10,4,0,6,,12.2,19.9,34.5,12.7,Chris,Petersen
Washington,2019,13,8,5,0,13,,15.6,18.3,35.3,19.5,Chris,Petersen
Louisville,2014,13,9,4,0,,24,11.6,17,34,16.7,Bobby,Petrino
Louisville,2015,13,8,5,0,,,8.3,13.2,33.4,20,Bobby,Petrino
Louisville,2016,13,9,4,0,19,21,17.3,22.9,40.8,17.7,Bobby,Petrino
Louisville,2017,13,8,5,0,16,,13.3,19.2,43.3,24.9,Bobby,Petrino
Western Kentucky,2018,10,2,8,0,,,-15.2,-16.1,17.9,31.8,Bobby,Petrino
Idaho,2014,11,1,10,0,,,-22.6,-17.4,24.6,41.4,Paul,Petrino
Idaho,2015,12,4,8,0,,,-18.7,-12.2,30.7,44.4,Paul,Petrino
Idaho,2016,13,9,4,0,,,-4.1,-8.6,24.7,34.9,Paul,Petrino
Idaho,2017,12,4,8,0,,,-14.9,-12.4,18.7,30.2,Paul,Petrino
Missouri,2014,14,11,3,0,24,14,13.1,19.3,33,15.2,Gary,Pinkel
Missouri,2015,12,5,7,0,24,,0.5,3.4,16.7,12.4,Gary,Pinkel
Arkansas,2020,10,3,7,0,,,3.3,1.6,28.5,26.7,Sam,Pittman
Nevada,2014,13,7,6,0,,,-2.1,-7.3,26.7,33.7,Brian,Polian
Nevada,2015,13,7,6,0,,,-9.4,-7.1,26.9,32.6,Brian,Polian
Nevada,2016,12,5,7,0,,,-13.7,-13,26.2,37.9,Brian,Polian
UTEP,2017,7,0,7,0,,,-28.9,-27.4,12.8,38.7,Mike,Price
Tennessee,2018,12,5,7,0,,,0.9,5.5,33.4,28.9,Jeremy,Pruitt
Tennessee,2019,13,8,5,0,,,3.5,10.8,27.8,17.4,Jeremy,Pruitt
Tennessee,2020,10,3,7,0,25,,-0.3,0.9,24.3,23.6,Jeremy,Pruitt
Buffalo,2014,7,3,4,0,,,-13.6,-7.7,27.1,33.5,Jeff,Quinn
Old Dominion,2020,0,0,0,0,,,,,,,Ricky,Rahne
Iowa State,2014,12,2,10,0,,,-4.7,-7.9,21.7,30.2,Paul,Rhoads
Iowa State,2015,12,3,9,0,,,-2.2,-0.3,31.2,33.7,Paul,Rhoads
Temple,2014,12,6,6,0,,,-4.1,-4.7,15.8,18.9,Matt,Rhule
Temple,2015,14,10,4,0,,,7.4,6,26.4,20.6,Matt,Rhule
Temple,2016,13,10,3,0,,,7.8,11.9,31.5,19.8,Matt,Rhule
Baylor,2017,12,1,11,0,,,-4.2,-1.4,26.9,29,Matt,Rhule
Baylor,2018,13,7,6,0,,,2.6,2,33.1,30.3,Matt,Rhule
Baylor,2019,14,11,3,0,,13,14.7,17.8,34.7,17.3,Matt,Rhule
Georgia,2014,13,10,3,0,12,9,23.7,27.6,44.2,16.8,Mark,Richt
Georgia,2015,12,9,3,0,9,,10.3,16.8,28.6,10.7,Mark,Richt
Miami,2016,13,9,4,0,,20,16.8,18.6,34.1,17.3,Mark,Richt
Miami,2017,13,10,3,0,18,13,15.8,17.4,35.3,17,Mark,Richt
Miami,2018,13,7,6,0,8,,6.9,12.7,29.3,15.8,Mark,Richt
Oklahoma,2017,14,12,2,0,7,3,22.7,25.5,49.8,24.2,Lincoln,Riley
Oklahoma,2018,14,12,2,0,7,,21.4,24.9,54,30,Lincoln,Riley
Oklahoma,2019,14,12,2,0,4,7,20.1,22.9,46.1,24.9,Lincoln,Riley
Oklahoma,2020,11,9,2,0,5,6,20.2,17.8,43,25.2,Lincoln,Riley
Oregon State,2014,12,5,7,0,,,-1.6,3.2,30.3,27.9,Mike,Riley
Nebraska,2015,13,6,7,0,,,6.6,11.1,35.4,25,Mike,Riley
Nebraska,2016,13,9,4,0,,,6.9,10.3,37.7,28.3,Mike,Riley
Nebraska,2017,12,4,8,0,,,-0.9,2.5,25.6,23.7,Mike,Riley
Arizona,2014,14,10,4,0,,19,10.7,7.6,33.4,25.7,Rich,Rodriguez
Arizona,2015,13,7,6,0,22,,-0.1,4.7,38,31.6,Rich,Rodriguez
Arizona,2016,12,3,9,0,,,-4.9,-4.5,29.6,32.4,Rich,Rodriguez
Arizona,2017,13,7,6,0,,,3.4,3.7,38.1,33.9,Rich,Rodriguez
Illinois,2020,1,0,1,0,,,-7.4,-5.4,23.9,29.4,,Rod Smith
Hawai'i,2016,14,7,7,0,,,-11.4,-10.1,28.6,40.8,Nick,Rolovich
Hawai'i,2017,12,3,9,0,,,-20.3,-19.7,23.3,40.4,Nick,Rolovich
Hawai'i,2018,14,8,6,0,,,-10.1,-10.4,29.5,39.5,Nick,Rolovich
Hawai'i,2019,15,10,5,0,,,-2.3,-1.9,34.7,35.8,Nick,Rolovich
Washington State,2020,4,1,3,0,,,,,,,Nick,Rolovich
Colorado,2018,1,0,1,0,,,-2.4,-0.7,27,27.2,Kurt,Roper
Alabama,2014,14,12,2,0,2,4,26.5,34.3,44.5,10.7,Nick,Saban
Alabama,2015,15,14,1,0,3,1,27.3,29,37.7,9.1,Nick,Saban
Alabama,2016,15,14,1,0,1,2,33.6,31.7,40,8.6,Nick,Saban
Alabama,2017,14,13,1,0,1,1,26.3,33.5,38.7,5.6,Nick,Saban
Alabama,2018,15,14,1,0,1,,33.5,36.3,50.9,14.2,Nick,Saban
Alabama,2019,13,11,2,0,2,8,28.8,32.4,47.7,14.6,Nick,Saban
Alabama,2020,13,13,0,0,3,1,31.1,28.3,46.8,18.6,Nick,Saban
UNLV,2015,12,3,9,0,,,-15.0,-16.2,24.2,39.9,Tony,Sanchez
UNLV,2016,12,4,8,0,,,-15.3,-14.3,26.7,40.4,Tony,Sanchez
UNLV,2017,12,5,7,0,,,-9.9,-14.5,26.2,39.8,Tony,Sanchez
UNLV,2018,12,4,8,0,,,-14.7,-11.1,30.7,38.9,Tony,Sanchez
UNLV,2019,12,4,8,0,,,-16.5,-17.4,19.3,36.1,Tony,Sanchez
Western Kentucky,2017,13,6,7,0,,,-15.0,-4.9,25.5,30,Mike,Sanford
Western Kentucky,2018,12,3,9,0,,,-15.2,-16.1,17.9,31.8,Mike,Sanford
USC,2014,13,9,4,0,15,20,16.6,17.1,38.8,22.5,Steve,Sarkisian
Appalachian State,2014,12,7,5,0,,,-8.2,-8.3,26.2,32,Scott,Satterfield
Appalachian State,2015,13,11,2,0,,,2.4,7.9,33.2,25.1,Scott,Satterfield
Appalachian State,2016,13,10,3,0,,,5.0,9.2,30,20.5,Scott,Satterfield
Appalachian State,2017,13,9,4,0,,,1.6,3.8,29.5,24.8,Scott,Satterfield
Appalachian State,2018,12,10,2,0,,,10.7,11.9,30,19,Scott,Satterfield
Louisville,2019,13,8,5,0,,,0.1,0.2,34.6,33.6,Scott,Satterfield
Louisville,2020,11,4,7,0,,,,,,,Scott,Satterfield
Rutgers,2020,9,3,6,0,,,-2.7,-10.5,20.8,31.5,Greg,Schiano
South Florida,2020,9,1,8,0,,,,,,,Jeff,Scott
Southern Mississippi,2020,4,1,3,0,,,-15.0,-7.9,24.2,32.1,,Scotty Walden
Syracuse,2014,12,3,9,0,,,-3.9,-2.1,18.8,20.9,Scott,Shafer
Syracuse,2015,12,4,8,0,,,-0.9,-3.9,30,33.2,Scott,Shafer
Florida,2017,4,1,3,0,17,,-0.9,10.1,30.8,22.4,Randy,Shannon
Stanford,2014,13,8,5,0,11,,15.1,21.4,33.5,12,David,Shaw
Stanford,2015,14,12,2,0,21,3,20.6,22.8,44.5,24.5,David,Shaw
Stanford,2016,13,10,3,0,8,12,12.7,16.4,31.2,17.5,David,Shaw
Stanford,2017,14,9,5,0,14,20,12.5,15.8,37.7,24.5,David,Shaw
Stanford,2018,13,9,4,0,13,,8.3,13,35.4,24.3,David,Shaw
Stanford,2019,12,4,8,0,25,,-1.9,-4.7,27.2,32.2,David,Shaw
Stanford,2020,6,4,2,0,,,,,,,David,Shaw
Memphis,2020,11,8,3,0,,,,,,,Ryan,Silverfield
BYU,2016,13,9,4,0,,,7.3,8,29.6,23.1,Kalani,Sitake
BYU,2017,13,4,9,0,,,-10.6,-7.4,18.6,25.8,Kalani,Sitake
BYU,2018,13,7,6,0,,,3.2,6.2,28.9,22.3,Kalani,Sitake
BYU,2019,13,7,6,0,,,-1.0,1.3,28.6,26.2,Kalani,Sitake
BYU,2020,12,11,1,0,,11,19.6,19.2,39.2,20.3,Kalani,Sitake
Georgia,2016,13,8,5,0,18,,4.7,9.3,28,17.6,Kirby,Smart
Georgia,2017,15,13,2,0,15,2,27.0,26.7,39.6,15.4,Kirby,Smart
Georgia,2018,14,11,3,0,3,,26.3,32.9,45.9,14.2,Kirby,Smart
Georgia,2019,14,12,2,0,3,4,21.7,26.8,34.2,10,Kirby,Smart
Georgia,2020,10,8,2,0,4,7,18.9,19.1,30.8,12.1,Kirby,Smart
Oregon State,2018,12,2,10,0,,,-16.0,-16,28.8,43.4,Jonathan,Smith
Oregon State,2019,12,5,7,0,,,3.0,-0.7,33.8,32.8,Jonathan,Smith
Oregon State,2020,7,2,5,0,,,,,,,Jonathan,Smith
Illinois,2016,12,3,9,0,,,-10.1,-6.7,22.7,29.5,Lovie,Smith
Illinois,2017,12,2,10,0,,,-11.4,-7.4,21.6,29.9,Lovie,Smith
Illinois,2018,12,4,8,0,,,-10.5,-7.9,29.1,38.6,Lovie,Smith
Illinois,2019,13,6,7,0,,,-0.4,0.6,24.4,25.8,Lovie,Smith
Illinois,2020,7,2,5,0,,,-7.4,-5.4,23.9,29.4,Lovie,Smith
Kansas State,2014,13,9,4,0,20,18,18.5,16.3,37.7,23.2,Bill,Snyder
Kansas State,2015,13,6,7,0,,,2.1,2.6,32.2,30.8,Bill,Snyder
Kansas State,2016,13,9,4,0,,,9.7,8.2,34.2,27.2,Bill,Snyder
Kansas State,2017,13,8,5,0,20,,7.3,10.9,34.4,26.1,Bill,Snyder
Kansas State,2018,12,5,7,0,,,3.9,-0.5,27.2,27.5,Bill,Snyder
Ohio,2014,12,6,6,0,,,-14.7,-11.7,17.8,28.2,Frank,Solich
Ohio,2015,13,8,5,0,,,-4.9,-0.5,24.5,26.6,Frank,Solich
Ohio,2016,14,8,6,0,,,-4.6,-2.1,22,25.8,Frank,Solich
Ohio,2017,13,9,4,0,,,2.8,3.3,32.2,30.6,Frank,Solich
Ohio,2018,13,9,4,0,,,7.4,4,38.2,35,Frank,Solich
Ohio,2019,13,7,6,0,,,-4.7,3.7,35.9,33.5,Frank,Solich
Ohio,2020,3,2,1,0,,,,,,,Frank,Solich
Texas State,2019,12,3,9,0,,,-18.8,-16.2,17.6,33,Jake,Spavital
Texas State,2020,12,2,10,0,,,-8.4,-13.4,23.5,36.9,Jake,Spavital
South Carolina,2014,13,7,6,0,9,,7.4,17.4,43.6,26.5,Steve,Spurrier
South Carolina,2015,6,2,4,0,,,1.4,3.4,31.3,28.6,Steve,Spurrier
Middle Tennessee,2014,12,6,6,0,,,-5.9,-8.7,29.6,36.5,Rick,Stockstill
Middle Tennessee,2015,13,7,6,0,,,-3.6,-4.6,27.7,32.1,Rick,Stockstill
Middle Tennessee,2016,13,8,5,0,,,-9.4,-1.9,35,36.8,Rick,Stockstill
Middle Tennessee,2017,13,7,6,0,,,-8.8,-4.9,21.2,26.8,Rick,Stockstill
Middle Tennessee,2018,14,8,6,0,,,-0.9,-3.8,24.4,28.7,Rick,Stockstill
Middle Tennessee,2019,12,4,8,0,,,-7.6,-11.3,27.2,37.4,Rick,Stockstill
Middle Tennessee,2020,9,3,6,0,,,-13.6,-11.7,24.3,35.8,Rick,Stockstill
Oklahoma,2014,13,8,5,0,4,,15.4,19.2,39.9,22.2,Bob,Stoops
Oklahoma,2015,13,11,2,0,19,5,23.1,22.7,41.7,19.3,Bob,Stoops
Oklahoma,2016,13,11,2,0,3,5,17.2,26.1,48.7,22.9,Bob,Stoops
Kentucky,2014,12,5,7,0,,,0.1,6.6,29.8,24.8,Mark,Stoops
Kentucky,2015,12,5,7,0,,,-3.1,-0.3,26.8,27.2,Mark,Stoops
Kentucky,2016,13,7,6,0,,,0.3,-2.6,30.8,33.4,Mark,Stoops
Kentucky,2017,13,7,6,0,,,0.5,2.7,30.8,29.5,Mark,Stoops
Kentucky,2018,13,10,3,0,,,14.7,13.1,29.5,16.3,Mark,Stoops
Kentucky,2019,13,8,5,0,,,5.6,9.1,30.1,22.2,Mark,Stoops
Kentucky,2020,11,5,6,0,,,3.9,2.2,25.9,24.1,Mark,Stoops
Texas,2014,13,6,7,0,,,5.8,9,26,17.2,Charlie,Strong
Texas,2015,12,5,7,0,,,2.3,3.7,30.7,27,Charlie,Strong
Texas,2016,12,5,7,0,,,2.6,10.6,37.4,26.8,Charlie,Strong
South Florida,2017,12,10,2,0,19,21,8.9,10.2,31.6,21.2,Charlie,Strong
South Florida,2018,13,7,6,0,,,-11.0,-1.2,29.1,29.8,Charlie,Strong
South Florida,2019,12,4,8,0,,,-8.3,-9.8,20.4,27.4,Charlie,Strong
Texas A&M,2014,13,8,5,0,21,,11.6,20.2,43.6,26.3,Kevin,Sumlin
Texas A&M,2015,13,8,5,0,,,11.3,14.1,31.9,18.8,Kevin,Sumlin
Texas A&M,2016,13,8,5,0,,,11.5,12,37.2,26.1,Kevin,Sumlin
Texas A&M,2017,12,7,5,0,,,5.4,9.4,33.1,25.2,Kevin,Sumlin
Arizona,2018,12,5,7,0,,,-2.8,3.6,32.3,29,Kevin,Sumlin
Arizona,2019,12,4,8,0,,,-5.4,-8,30.1,36.1,Kevin,Sumlin
Arizona,2020,5,0,5,0,,,,,,,Kevin,Sumlin
Georgia Southern,2016,12,5,7,0,,,-7.8,-3.9,27.8,32.6,Tyson,Summers
Georgia Southern,2017,6,0,6,0,,,-17.4,-15.8,18.3,35.5,Tyson,Summers
Clemson,2014,13,10,3,0,16,15,13.9,18.1,29,11.6,Dabo,Swinney
Clemson,2015,15,14,1,0,12,2,22.3,24,41.9,17.2,Dabo,Swinney
Clemson,2016,15,14,1,0,2,1,25.3,28.7,43.5,14.1,Dabo,Swinney
Clemson,2017,14,12,2,0,5,4,25.9,26.4,36.5,8.3,Dabo,Swinney
Clemson,2018,15,15,0,0,2,,32.7,29.7,43,12.6,Dabo,Swinney
Clemson,2019,15,14,1,0,1,2,28.6,28.1,43.5,14.6,Dabo,Swinney
Clemson,2020,12,10,2,0,1,3,,,,,Dabo,Swinney
South Florida,2014,12,4,8,0,,,-14.9,-11.8,19,32.3,Willie,Taggart
South Florida,2015,13,8,5,0,,,8.4,3.6,30.1,26.8,Willie,Taggart
South Florida,2016,12,10,2,0,,19,7.2,9.8,44.4,34.9,Willie,Taggart
Oregon,2017,13,7,6,0,,,4.6,9.1,35,25.1,Willie,Taggart
Florida State,2018,12,5,7,0,19,,-2.8,1.4,25,22.8,Willie,Taggart
Florida State,2019,9,4,5,0,,,0.2,1.8,30.2,27.1,Willie,Taggart
Florida Atlantic,2020,9,5,4,0,,,-8.2,-0.3,23.2,23.7,Willie,Taggart
Fresno State,2017,14,10,4,0,,,3.3,-2.7,22.3,25.5,Jeff,Tedford
Fresno State,2018,14,12,2,0,,,12.8,17.4,33.5,15.5,Jeff,Tedford
Fresno State,2019,12,4,8,0,,,-4.6,-4,30.6,33.6,Jeff,Tedford
Southern Mississippi,2020,5,2,3,0,,,-15.0,-7.9,24.2,32.1,,Tim Billings
Vanderbilt,2020,1,0,1,0,,,-14.4,-16.8,17.7,34.1,,Todd Fitch
UT San Antonio,2020,12,7,5,0,,,-3.9,-9.6,23.8,33.7,Jeff,Traylor
Cincinnati,2014,13,9,4,0,,,1.6,6.9,36.3,29.8,Tommy,Tuberville
Cincinnati,2015,13,7,6,0,,,0.1,5.3,34.4,28.2,Tommy,Tuberville
Cincinnati,2016,12,4,8,0,,,-11.7,-3.6,24.5,27.3,Tommy,Tuberville
Colorado,2019,12,5,7,0,,,-2.2,-4.1,30.1,34.7,Mel,Tucker
Michigan State,2020,7,2,5,0,,,-4.5,-2.4,18.3,20.6,Mel,Tucker
Florida International,2014,12,4,8,0,,,-8.5,-16.2,15,30.3,Ron,Turner
Florida International,2015,12,5,7,0,,,-13.5,-16.6,21.7,36.5,Ron,Turner
Florida International,2016,4,0,4,0,,,-19.1,-19,25,42.2,Ron,Turner
Louisiana Monroe,2016,12,4,8,0,,,-19.6,-21.3,20.4,41.5,Matt,Viator
Louisiana Monroe,2017,12,4,8,0,,,-12.7,-12.9,32.3,45.5,Matt,Viator
Louisiana Monroe,2018,12,6,6,0,,,-10.9,-10.9,26.5,35.4,Matt,Viator
Louisiana Monroe,2019,12,5,7,0,,,-9.0,-10.7,31.5,40.8,Matt,Viator
Louisiana Monroe,2020,10,0,10,0,,,-24.5,-18.4,21.6,39.6,Matt,Viator
Louisville,2018,2,0,2,0,,,-15.4,-9.1,24.5,33.6,Lorenzo,Ward
Kansas,2014,4,2,2,0,,,-7.5,-9.8,21.1,29.1,Charlie,Weis
Utah State,2014,14,10,4,0,,,1.4,6,25.2,18.6,Matt,Wells
Utah State,2015,13,6,7,0,,,-0.2,-0.1,24.1,22.9,Matt,Wells
Utah State,2016,12,3,9,0,,,-9.3,-4.4,24.7,27.7,Matt,Wells
Utah State,2017,13,6,7,0,,,-5.2,-3.3,24.4,28,Matt,Wells
Utah State,2018,12,10,2,0,,,13.9,14.2,36.3,22.5,Matt,Wells
Texas Tech,2019,12,4,8,0,,,2.3,2.7,32.5,31.2,Matt,Wells
Texas Tech,2020,10,4,6,0,,,-1.4,-4.2,28.4,32.3,Matt,Wells
UMass,2014,12,3,9,0,,,-15.6,-20.2,22.6,39.9,Mark,Whipple
UMass,2015,12,3,9,0,,,-14.7,-9.5,22.1,29.3,Mark,Whipple
UMass,2016,12,2,10,0,,,-17.0,-15.3,23.7,36.7,Mark,Whipple
UMass,2017,12,4,8,0,,,-10.3,-9.7,24.1,31.9,Mark,Whipple
UMass,2018,12,4,8,0,,,-18.4,-16.1,27.8,42.2,Mark,Whipple
Utah,2014,13,9,4,0,,21,10.7,8.8,29.1,23,Kyle,Whittingham
Utah,2015,13,10,3,0,,17,11.8,11,28.8,19.8,Kyle,Whittingham
Utah,2016,13,9,4,0,,23,9.2,10.9,32.5,23.6,Kyle,Whittingham
Utah,2017,13,7,6,0,,,7.3,12,30.6,20.5,Kyle,Whittingham
Utah,2018,14,9,5,0,,,10.6,16.8,31.9,18.1,Kyle,Whittingham
Utah,2019,14,11,3,0,14,16,18.8,19.5,36.5,17,Kyle,Whittingham
Utah,2020,5,3,2,0,22,,,,,,Kyle,Whittingham
California,2017,12,5,7,0,,,1.9,-1,28.7,29.9,Justin,Wilcox
California,2018,13,7,6,0,,,0.3,3.9,18.3,15.6,Justin,Wilcox
California,2019,13,8,5,0,,,4.2,-2.6,23.8,24.7,Justin,Wilcox
California,2020,4,1,3,0,,,,,,,Justin,Wilcox
Old Dominion,2014,12,6,6,0,,,-9.9,-12.7,32.8,43.3,Bobby,Wilder
Old Dominion,2015,12,5,7,0,,,-21.6,-14.8,22.5,37.5,Bobby,Wilder
Old Dominion,2016,13,10,3,0,,,-4.2,-0.7,29.9,30.9,Bobby,Wilder
Old Dominion,2017,12,5,7,0,,,-20.6,-16.8,16.3,32.8,Bobby,Wilder
Old Dominion,2018,12,4,8,0,,,-18.9,-14.1,24.9,39.7,Bobby,Wilder
Old Dominion,2019,12,1,11,0,,,-19.8,-24.4,10.6,34.3,Bobby,Wilder
UT San Antonio,2016,13,6,7,0,,,-7.3,-11.2,22.7,33.6,Frank,Wilson
UT San Antonio,2017,11,6,5,0,,,-9.0,-2.5,18.7,22.5,Frank,Wilson
UT San Antonio,2018,12,3,9,0,,,-21.8,-22.1,11.1,34.4,Frank,Wilson
UT San Antonio,2019,12,4,8,0,,,-21.1,-23.7,18.9,41.7,Frank,Wilson
Indiana,2014,12,4,8,0,,,-6.6,1.8,30.1,27.8,Kevin,Wilson
Indiana,2015,13,6,7,0,,,2.2,0.4,37.5,35.9,Kevin,Wilson
Indiana,2016,12,6,6,0,,,1.0,4.6,25.1,19.4,Kevin,Wilson
Texas State,2016,12,2,10,0,,,-29.2,-25.5,18.4,42.5,Everett,Withers
Texas State,2017,12,2,10,0,,,-25.0,-23.5,14.7,36.9,Everett,Withers
Texas State,2018,11,3,8,0,,,-19.8,-16.4,14.9,29,Everett,Withers
Buffalo,2014,4,2,2,0,,,-13.6,-7.7,27.1,33.5,Alex,Wood
Texas State,2018,1,0,1,0,,,-19.8,-16.4,14.9,29,Chris,Woods
